crew_id,department,gang_designation,home_depot,assigned_section_id,latitude,longitude,shift_start,shift_end,headcount,skill_certification,is_available,safety_certification_valid,corridor_id,source_type,source
RB-CREW-000014,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_005,12.986424,80.178825,00:00:00,08:00:00,21,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000015,TRACTION,Substation & Switching Post Maintenance Team,Tiruchirappalli,SEC_029,12.016468,79.524741,18:00:00,20:00:00,12,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000016,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_010,12.932427,80.125514,06:00:00,20:00:00,23,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000017,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_052,10.814932,78.692128,00:00:00,08:00:00,10,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000018,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Chennai Egmore,SEC_041,11.198484,79.09253,06:00:00,02:00:00,7,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000019,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_063,9.930278,78.108224,06:00:00,08:00:00,19,SENIOR_TECHNICIAN,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000020,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_040,11.222122,79.110993,06:00:00,08:00:00,21,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000021,SIGNAL,Signal & Interlocking Maintenance Gang,Chennai Egmore,SEC_034,11.569659,79.316089,18:00:00,14:00:00,10,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000022,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_020,12.506236,79.894326,12:00:00,02:00:00,22,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000023,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Viluppuram,SEC_024,12.323227,79.739053,00:00:00,14:00:00,15,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000024,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_039,11.312702,79.20261,06:00:00,02:00:00,20,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000025,SIGNAL,Signal & Interlocking Maintenance Gang,Madurai,SEC_044,11.007745,78.988598,12:00:00,08:00:00,23,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000026,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_005,12.986082,80.178085,00:00:00,20:00:00,22,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000027,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_051,10.827274,78.695168,06:00:00,14:00:00,10,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000028,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_033,11.708737,79.359384,12:00:00,14:00:00,10,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000029,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_013,12.889474,80.083835,06:00:00,02:00:00,9,SENIOR_TECHNICIAN,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000030,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Tiruchirappalli,SEC_033,11.796845,79.395063,00:00:00,02:00:00,8,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000031,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Tiruchirappalli,SEC_067,8.817204,78.065464,18:00:00,14:00:00,7,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000032,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_058,10.554265,78.328773,18:00:00,20:00:00,20,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000033,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_045,10.944444,78.922904,18:00:00,08:00:00,13,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000034,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_068,8.810592,78.100344,06:00:00,08:00:00,11,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000035,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_004,12.994154,80.197678,06:00:00,20:00:00,12,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000036,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_006,12.98292,80.171191,18:00:00,14:00:00,22,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000037,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_008,12.954011,80.142456,00:00:00,08:00:00,22,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000038,TRACTION,Substation & Switching Post Maintenance Team,Chennai Egmore,SEC_014,12.851532,80.061742,12:00:00,14:00:00,17,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000039,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_006,12.982338,80.169914,06:00:00,08:00:00,14,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000040,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Chennai Egmore,SEC_035,11.529749,79.313863,00:00:00,08:00:00,22,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000041,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_004,12.991069,80.189133,06:00:00,02:00:00,12,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000042,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_002,13.017835,80.217336,06:00:00,20:00:00,9,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000043,SIGNAL,Signal & Interlocking Maintenance Gang,Madurai,SEC_021,12.434307,79.837343,18:00:00,02:00:00,21,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000044,SIGNAL,Signal & Interlocking Maintenance Gang,Madurai,SEC_016,12.794866,80.020299,06:00:00,20:00:00,18,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000045,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_054,10.749753,78.622351,12:00:00,08:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000046,TRACTION,Substation & Switching Post Maintenance Team,Madurai,SEC_034,11.554068,79.316275,12:00:00,20:00:00,21,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000047,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_057,10.583446,78.380042,00:00:00,08:00:00,18,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000048,SIGNAL,Axle Counter & Point Machine Team,Viluppuram,SEC_063,9.943392,78.105784,00:00:00,14:00:00,16,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000049,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_049,10.865247,78.727477,12:00:00,02:00:00,7,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000050,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_063,9.931534,78.10799,00:00:00,20:00:00,11,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000051,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_055,10.702962,78.551039,12:00:00,20:00:00,20,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000052,TRACTION,Substation & Switching Post Maintenance Team,Madurai,SEC_062,10.363794,78.102991,18:00:00,20:00:00,14,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000053,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_022,12.401275,79.810798,18:00:00,08:00:00,19,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000054,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_004,12.993635,80.196242,00:00:00,02:00:00,11,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000055,ENGINEERING,Deep Screening & Ballasting Crew,Thoothukudi,SEC_046,10.919378,78.888425,18:00:00,08:00:00,23,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000056,ENGINEERING,Deep Screening & Ballasting Crew,Tambaram,SEC_060,10.499939,78.191434,18:00:00,02:00:00,13,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000057,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_008,12.959816,80.146562,06:00:00,08:00:00,20,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000058,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_027,12.149168,79.592497,12:00:00,02:00:00,12,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000059,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_054,10.759042,78.635486,00:00:00,02:00:00,7,SENIOR_TECHNICIAN,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000060,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_008,12.958179,80.145405,18:00:00,14:00:00,15,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000061,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_016,12.787958,80.016206,12:00:00,14:00:00,22,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000062,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_052,10.82271,78.689904,00:00:00,20:00:00,21,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000063,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Madurai,SEC_041,11.180037,79.08364,00:00:00,08:00:00,16,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000064,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_046,10.933191,78.907943,06:00:00,02:00:00,23,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000065,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_050,10.846669,78.698712,18:00:00,14:00:00,15,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000066,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Tiruchirappalli,SEC_009,12.939472,80.132429,18:00:00,08:00:00,7,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000067,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Viluppuram,SEC_050,10.834294,78.701796,00:00:00,08:00:00,16,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000068,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_046,10.928637,78.901508,12:00:00,14:00:00,6,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000069,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_013,12.869206,80.073005,12:00:00,08:00:00,21,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000070,SIGNAL,Axle Counter & Point Machine Team,Tiruchirappalli,SEC_048,10.873557,78.778051,12:00:00,08:00:00,9,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000071,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Madurai,SEC_048,10.873814,78.783188,12:00:00,02:00:00,7,SENIOR_TECHNICIAN,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000072,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Madurai,SEC_024,12.331281,79.74703,00:00:00,02:00:00,10,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000073,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_060,10.508019,78.210582,12:00:00,08:00:00,9,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000074,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_048,10.874955,78.806031,12:00:00,08:00:00,15,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000075,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_051,10.826428,78.69189,12:00:00,08:00:00,23,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000076,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_024,12.321016,79.736863,00:00:00,20:00:00,6,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000077,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_062,10.083278,78.104453,12:00:00,20:00:00,19,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000078,ENGINEERING,Deep Screening & Ballasting Crew,Tambaram,SEC_051,10.828485,78.699861,00:00:00,20:00:00,19,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000079,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_051,10.828494,78.699898,18:00:00,08:00:00,23,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000080,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Chennai Egmore,SEC_049,10.870888,78.751044,18:00:00,14:00:00,11,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000081,SIGNAL,Axle Counter & Point Machine Team,Viluppuram,SEC_031,11.917523,79.474803,06:00:00,14:00:00,12,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000082,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_038,11.324572,79.207699,18:00:00,20:00:00,15,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000083,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_004,12.991957,80.191595,12:00:00,02:00:00,21,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000084,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_006,12.980919,80.166799,12:00:00,08:00:00,13,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000085,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Chennai Egmore,SEC_002,13.033335,80.225334,00:00:00,02:00:00,13,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000086,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_007,12.971984,80.156753,18:00:00,14:00:00,19,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000087,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Tambaram,SEC_044,10.996341,78.977848,00:00:00,14:00:00,23,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000088,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Viluppuram,SEC_062,10.291055,78.10337,06:00:00,08:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000089,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_023,12.357314,79.7731,00:00:00,14:00:00,18,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000090,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_041,11.21187,79.09898,18:00:00,20:00:00,12,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000091,TRACTION,Substation & Switching Post Maintenance Team,Chennai Egmore,SEC_016,12.797688,80.021971,12:00:00,08:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-000092,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Chennai Egmore,SEC_022,12.42541,79.830236,12:00:00,20:00:00,22,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
