block_id,plan_run_id,plan_version,horizon,week_number,month_week,generated_at,plan_date,start_date,end_date,week_start_date,week_end_date,section_id,start_time,end_time,duration_minutes,task_ids,departments,priority,optimization_score,utilization,overdue_days_projected,deferred_count_projected,seasonal_risk_score_projected,maintenance_type,resources,crew,train_impact,status,xai_reason,source,source_record_id,dataset_name,optimizer_status
RB-W04-SEC_008-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,4,4,2026-09-20T16:02:10.260944,2026-10-13,2026-10-13,2026-10-13,2026-10-11,2026-10-17,SEC_008,2026-10-13 04:02:10,2026-10-13 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,58,4,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_008,LOW,PROPOSED,"Rolling_26w Week 4 block on SEC_008. Projected overdue=58d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W04-SEC_009-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,4,4,2026-09-20T16:02:10.260944,2026-10-14,2026-10-14,2026-10-14,2026-10-11,2026-10-17,SEC_009,2026-10-14 06:02:10,2026-10-14 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,308,4,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_009,LOW,PROPOSED,"Rolling_26w Week 4 block on SEC_009. Projected overdue=308d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W04-ULTRAS-SEC_004,ROLLING-26W-a8ffbab420,1,ROLLING_26W,4,4,2026-09-20T16:02:10.260944,2026-10-17,2026-10-17,2026-10-17,2026-10-11,2026-10-17,SEC_004,2026-10-17 17:02:10,2026-10-17 19:32:10,150,CYC_TASK_SEC_004_4,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_004.,cyclic_maintenance_calendar,CYC_SEC_004_4,feasibility_checked_tasks.csv,OPTIMAL
RB-W05-SEC_009-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,5,1,2026-09-20T16:02:10.260944,2026-10-19,2026-10-19,2026-10-19,2026-10-18,2026-10-24,SEC_009,2026-10-19 02:02:10,2026-10-19 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,172,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_009,LOW,PROPOSED,"Rolling_26w Week 5 block on SEC_009. Projected overdue=172d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W05-SEC_010-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,5,1,2026-09-20T16:02:10.260944,2026-10-20,2026-10-20,2026-10-20,2026-10-18,2026-10-24,SEC_010,2026-10-20 04:02:10,2026-10-20 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,65,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_010,LOW,PROPOSED,"Rolling_26w Week 5 block on SEC_010. Projected overdue=65d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W05-SEC_011-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,5,1,2026-09-20T16:02:10.260944,2026-10-21,2026-10-21,2026-10-21,2026-10-18,2026-10-24,SEC_011,2026-10-21 06:02:10,2026-10-21 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,315,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_011,LOW,PROPOSED,"Rolling_26w Week 5 block on SEC_011. Projected overdue=315d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W06-SEC_011-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,6,2,2026-09-20T16:02:10.260944,2026-10-26,2026-10-26,2026-10-26,2026-10-25,2026-10-31,SEC_011,2026-10-26 02:02:10,2026-10-26 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,179,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_011,LOW,PROPOSED,"Rolling_26w Week 6 block on SEC_011. Projected overdue=179d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W06-SEC_012-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,6,2,2026-09-20T16:02:10.260944,2026-10-27,2026-10-27,2026-10-27,2026-10-25,2026-10-31,SEC_012,2026-10-27 04:02:10,2026-10-27 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,72,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_012,LOW,PROPOSED,"Rolling_26w Week 6 block on SEC_012. Projected overdue=72d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W06-SEC_013-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,6,2,2026-09-20T16:02:10.260944,2026-10-28,2026-10-28,2026-10-28,2026-10-25,2026-10-31,SEC_013,2026-10-28 06:02:10,2026-10-28 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,322,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_013,LOW,PROPOSED,"Rolling_26w Week 6 block on SEC_013. Projected overdue=322d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W06-OHE_TO-SEC_005,ROLLING-26W-a8ffbab420,1,ROLLING_26W,6,2,2026-09-20T16:02:10.260944,2026-10-31,2026-10-31,2026-10-31,2026-10-25,2026-10-31,SEC_005,2026-10-31 17:02:10,2026-10-31 20:02:10,180,CYC_TASK_SEC_005_6,TRD,85.0,92.0,0.9,0,0,30.0,CYCLIC_OHE_TOWER_WAGON_PATROL,OHE_TOWER_WAGON,SPECIALIZED_TRD,LOW,PROPOSED,Mandatory 6-week cyclic OHE_TOWER_WAGON_PATROL for safety compliance on SEC_005.,cyclic_maintenance_calendar,CYC_SEC_005_6,feasibility_checked_tasks.csv,OPTIMAL
RB-W07-SEC_013-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,7,3,2026-09-20T16:02:10.260944,2026-11-02,2026-11-02,2026-11-02,2026-11-01,2026-11-07,SEC_013,2026-11-02 02:02:10,2026-11-02 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,186,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_013,LOW,PROPOSED,"Rolling_26w Week 7 block on SEC_013. Projected overdue=186d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W07-SEC_014-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,7,3,2026-09-20T16:02:10.260944,2026-11-03,2026-11-03,2026-11-03,2026-11-01,2026-11-07,SEC_014,2026-11-03 04:02:10,2026-11-03 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,79,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_014,LOW,PROPOSED,"Rolling_26w Week 7 block on SEC_014. Projected overdue=79d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W07-SEC_015-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,7,3,2026-09-20T16:02:10.260944,2026-11-04,2026-11-04,2026-11-04,2026-11-01,2026-11-07,SEC_015,2026-11-04 06:02:10,2026-11-04 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,329,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_015,LOW,PROPOSED,"Rolling_26w Week 7 block on SEC_015. Projected overdue=329d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W08-SEC_015-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,8,4,2026-09-20T16:02:10.260944,2026-11-09,2026-11-09,2026-11-09,2026-11-08,2026-11-14,SEC_015,2026-11-09 02:02:10,2026-11-09 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,193,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_015,LOW,PROPOSED,"Rolling_26w Week 8 block on SEC_015. Projected overdue=193d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W08-SEC_016-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,8,4,2026-09-20T16:02:10.260944,2026-11-10,2026-11-10,2026-11-10,2026-11-08,2026-11-14,SEC_016,2026-11-10 04:02:10,2026-11-10 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,86,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_016,LOW,PROPOSED,"Rolling_26w Week 8 block on SEC_016. Projected overdue=86d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W08-SEC_017-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,8,4,2026-09-20T16:02:10.260944,2026-11-11,2026-11-11,2026-11-11,2026-11-08,2026-11-14,SEC_017,2026-11-11 06:02:10,2026-11-11 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,336,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_017,LOW,PROPOSED,"Rolling_26w Week 8 block on SEC_017. Projected overdue=336d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W08-ULTRAS-SEC_007,ROLLING-26W-a8ffbab420,1,ROLLING_26W,8,4,2026-09-20T16:02:10.260944,2026-11-14,2026-11-14,2026-11-14,2026-11-08,2026-11-14,SEC_007,2026-11-14 17:02:10,2026-11-14 19:32:10,150,CYC_TASK_SEC_007_8,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_007.,cyclic_maintenance_calendar,CYC_SEC_007_8,feasibility_checked_tasks.csv,OPTIMAL
CYC-W08-SIGNAL-SEC_007,ROLLING-26W-a8ffbab420,1,ROLLING_26W,8,4,2026-09-20T16:02:10.260944,2026-11-14,2026-11-14,2026-11-14,2026-11-08,2026-11-14,SEC_007,2026-11-14 17:02:10,2026-11-14 19:02:10,120,CYC_TASK_SEC_007_8,S&T,85.0,92.0,0.9,0,0,30.0,CYCLIC_SIGNALLING_POINT_TEST,S&T Gang,SPECIALIZED_S&T,LOW,PROPOSED,Mandatory 8-week cyclic SIGNALLING_POINT_TEST for safety compliance on SEC_007.,cyclic_maintenance_calendar,CYC_SEC_007_8,feasibility_checked_tasks.csv,OPTIMAL
RB-W09-SEC_017-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,9,1,2026-09-20T16:02:10.260944,2026-11-16,2026-11-16,2026-11-16,2026-11-15,2026-11-21,SEC_017,2026-11-16 02:02:10,2026-11-16 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,200,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_017,LOW,PROPOSED,"Rolling_26w Week 9 block on SEC_017. Projected overdue=200d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W09-SEC_018-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,9,1,2026-09-20T16:02:10.260944,2026-11-17,2026-11-17,2026-11-17,2026-11-15,2026-11-21,SEC_018,2026-11-17 04:02:10,2026-11-17 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,93,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_018,LOW,PROPOSED,"Rolling_26w Week 9 block on SEC_018. Projected overdue=93d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W09-SEC_019-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,9,1,2026-09-20T16:02:10.260944,2026-11-18,2026-11-18,2026-11-18,2026-11-15,2026-11-21,SEC_019,2026-11-18 06:02:10,2026-11-18 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,343,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_019,LOW,PROPOSED,"Rolling_26w Week 9 block on SEC_019. Projected overdue=343d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W10-SEC_019-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,10,2,2026-09-20T16:02:10.260944,2026-11-23,2026-11-23,2026-11-23,2026-11-22,2026-11-28,SEC_019,2026-11-23 02:02:10,2026-11-23 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,207,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_019,LOW,PROPOSED,"Rolling_26w Week 10 block on SEC_019. Projected overdue=207d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W10-SEC_020-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,10,2,2026-09-20T16:02:10.260944,2026-11-24,2026-11-24,2026-11-24,2026-11-22,2026-11-28,SEC_020,2026-11-24 04:02:10,2026-11-24 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,100,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_020,LOW,PROPOSED,"Rolling_26w Week 10 block on SEC_020. Projected overdue=100d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W10-SEC_021-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,10,2,2026-09-20T16:02:10.260944,2026-11-25,2026-11-25,2026-11-25,2026-11-22,2026-11-28,SEC_021,2026-11-25 06:02:10,2026-11-25 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,350,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_021,LOW,PROPOSED,"Rolling_26w Week 10 block on SEC_021. Projected overdue=350d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W11-SEC_021-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,11,3,2026-09-20T16:02:10.260944,2026-11-30,2026-11-30,2026-11-30,2026-11-29,2026-12-05,SEC_021,2026-11-30 02:02:10,2026-11-30 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,214,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_021,LOW,PROPOSED,"Rolling_26w Week 11 block on SEC_021. Projected overdue=214d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W11-SEC_022-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,11,3,2026-09-20T16:02:10.260944,2026-12-01,2026-12-01,2026-12-01,2026-11-29,2026-12-05,SEC_022,2026-12-01 04:02:10,2026-12-01 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,107,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_022,LOW,PROPOSED,"Rolling_26w Week 11 block on SEC_022. Projected overdue=107d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W11-SEC_023-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,11,3,2026-09-20T16:02:10.260944,2026-12-02,2026-12-02,2026-12-02,2026-11-29,2026-12-05,SEC_023,2026-12-02 06:02:10,2026-12-02 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,357,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_023,LOW,PROPOSED,"Rolling_26w Week 11 block on SEC_023. Projected overdue=357d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W12-SEC_023-01,ROLLING-26W-a8ffbab420,1,ROLLING_26W,12,4,2026-09-20T16:02:10.260944,2026-12-07,2026-12-07,2026-12-07,2026-12-06,2026-12-12,SEC_023,2026-12-07 02:02:10,2026-12-07 05:02:10,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,221,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_023,LOW,PROPOSED,"Rolling_26w Week 12 block on SEC_023. Projected overdue=221d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W12-SEC_024-02,ROLLING-26W-a8ffbab420,1,ROLLING_26W,12,4,2026-09-20T16:02:10.260944,2026-12-08,2026-12-08,2026-12-08,2026-12-06,2026-12-12,SEC_024,2026-12-08 04:02:10,2026-12-08 06:32:10,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,114,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_024,LOW,PROPOSED,"Rolling_26w Week 12 block on SEC_024. Projected overdue=114d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W12-SEC_025-03,ROLLING-26W-a8ffbab420,1,ROLLING_26W,12,4,2026-09-20T16:02:10.260944,2026-12-09,2026-12-09,2026-12-09,2026-12-06,2026-12-12,SEC_025,2026-12-09 06:02:10,2026-12-09 09:02:10,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,364,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_025,LOW,PROPOSED,"Rolling_26w Week 12 block on SEC_025. Projected overdue=364d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W12-ULTRAS-SEC_010,ROLLING-26W-a8ffbab420,1,ROLLING_26W,12,4,2026-09-20T16:02:10.260944,2026-12-12,2026-12-12,2026-12-12,2026-12-06,2026-12-12,SEC_010,2026-12-12 17:02:10,2026-12-12 19:32:10,150,CYC_TASK_SEC_010_12,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_010.,cyclic_maintenance_calendar,CYC_SEC_010_12,feasibility_checked_tasks.csv,OPTIMAL
CYC-W12-OHE_TO-SEC_008,ROLLING-26W-a8ffbab420,1,ROLLING_26W,12,4,2026-09-20T16:02:10.260944,2026-12-12,2026-12-12,2026-12-12,2026-12-06,2026-12-12,SEC_008,2026-12-12 17:02:10,2026-12-12 20:02:10,180,CYC_TASK_SEC_008_12,TRD,85.0,92.0,0.9,0,0,30.0,CYCLIC_OHE_TOWER_WAGON_PATROL,OHE_TOWER_WAGON,SPECIALIZED_TRD,LOW,PROPOSED,Mandatory 6-week cyclic OHE_TOWER_WAGON_PATROL for safety compliance on SEC_008.,cyclic_maintenance_calendar,CYC_SEC_008_12,feasibility_checked_tasks.csv,OPTIMAL
