log_id,entity,entity_id,action,actor,old_value,new_value,reason,timestamp,model_version
AUDIT_670B234613,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=3, infeasible=0",,2026-08-28T20:57:24.276653,1.0.0
AUDIT_3089EAE4A0,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED,,2026-08-28T20:57:24.320591,1.0.0
AUDIT_E5FB199626,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED,,2026-08-28T20:57:26.779484,1.0.0
AUDIT_F7AEA06F2C,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-08-28T20:57:36.831899,1.0.0
AUDIT_BFD9E0107A,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=3, infeasible=0",,2026-08-28T20:58:06.881771,1.0.0
AUDIT_4A25CCA0E3,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED,,2026-08-28T20:58:06.963175,1.0.0
AUDIT_7A3E72D606,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),REJECTED,APPROVED,Approved in test,2026-08-28T20:58:07.783398,1.0.0
AUDIT_FF1A1146DF,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-08-28T20:58:07.853046,1.0.0
AUDIT_0B7E0B9239,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED,,2026-08-28T20:58:09.411336,1.0.0
AUDIT_4A619EE7DA,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-08-28T20:58:10.002541,1.0.0
AUDIT_5B2A348973,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=3, infeasible=0",,2026-08-28T20:58:44.822253,1.0.0
AUDIT_2755DB3EEC,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED,,2026-08-28T20:58:44.886848,1.0.0
AUDIT_12E0FF735A,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED,,2026-08-28T20:58:47.457924,1.0.0
AUDIT_DC52C04875,BLOCK_PLAN,RB-513,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-08-28T21:31:23.341938,1.0.0
