mast_number,section_id,equivalent_km
OHE_SEC_001_0063,SEC_001,2.012
OHE_SEC_001_0064,SEC_001,2.044
OHE_SEC_001_0065,SEC_001,2.076
OHE_SEC_001_0066,SEC_001,2.109
OHE_SEC_001_0067,SEC_001,2.141
OHE_SEC_001_0068,SEC_001,2.174
OHE_SEC_001_0069,SEC_001,2.206
OHE_SEC_001_0070,SEC_001,2.239
OHE_SEC_001_0071,SEC_001,2.271
OHE_SEC_001_0072,SEC_001,2.303
OHE_SEC_001_0073,SEC_001,2.336
OHE_SEC_001_0074,SEC_001,2.369
OHE_SEC_001_0075,SEC_001,2.401
OHE_SEC_001_0076,SEC_001,2.433
OHE_SEC_001_0077,SEC_001,2.466
OHE_SEC_001_0078,SEC_001,2.498
OHE_SEC_001_0079,SEC_001,2.53
OHE_SEC_001_0080,SEC_001,2.563
OHE_SEC_001_0081,SEC_001,2.596
OHE_SEC_001_0082,SEC_001,2.628
OHE_SEC_001_0083,SEC_001,2.66
OHE_SEC_001_0084,SEC_001,2.693
OHE_SEC_001_0085,SEC_001,2.725
OHE_SEC_001_0086,SEC_001,2.758
OHE_SEC_001_0087,SEC_001,2.79
OHE_SEC_001_0088,SEC_001,2.823
OHE_SEC_001_0089,SEC_001,2.855
OHE_SEC_001_0090,SEC_001,2.887
OHE_SEC_001_0091,SEC_001,2.92
OHE_SEC_001_0092,SEC_001,2.953
OHE_SEC_001_0093,SEC_001,2.985
OHE_SEC_001_0094,SEC_001,3.017
OHE_SEC_001_0095,SEC_001,3.05
OHE_SEC_001_0096,SEC_001,3.082
OHE_SEC_001_0097,SEC_001,3.114
OHE_SEC_001_0098,SEC_001,3.147
OHE_SEC_001_0099,SEC_001,3.179
OHE_SEC_001_0100,SEC_001,3.212
OHE_SEC_001_0101,SEC_001,3.244
OHE_SEC_001_0102,SEC_001,3.276
OHE_SEC_001_0103,SEC_001,3.309
OHE_SEC_001_0104,SEC_001,3.342
OHE_SEC_001_0105,SEC_001,3.374
OHE_SEC_001_0106,SEC_001,3.406
OHE_SEC_001_0107,SEC_001,3.439
OHE_SEC_001_0108,SEC_001,3.471
OHE_SEC_001_0109,SEC_001,3.504
OHE_SEC_001_0110,SEC_001,3.536
OHE_SEC_001_0111,SEC_001,3.569
OHE_SEC_001_0112,SEC_001,3.601
OHE_SEC_001_0113,SEC_001,3.633
OHE_SEC_001_0114,SEC_001,3.666
OHE_SEC_001_0115,SEC_001,3.699
OHE_SEC_001_0116,SEC_001,3.731
OHE_SEC_001_0117,SEC_001,3.763
OHE_SEC_001_0118,SEC_001,3.796
OHE_SEC_001_0119,SEC_001,3.828
OHE_SEC_001_0120,SEC_001,3.86
OHE_SEC_001_0121,SEC_001,3.893
OHE_SEC_001_0122,SEC_001,3.926
OHE_SEC_001_0123,SEC_001,3.958
OHE_SEC_001_0124,SEC_001,3.99
OHE_SEC_001_0125,SEC_001,4.023
OHE_SEC_001_0126,SEC_001,4.055
OHE_SEC_001_0127,SEC_001,4.088
OHE_SEC_001_0128,SEC_001,4.12
OHE_SEC_001_0129,SEC_001,4.153
OHE_SEC_001_0130,SEC_001,4.185
OHE_SEC_001_0131,SEC_001,4.217
OHE_SEC_001_0132,SEC_001,4.25
OHE_SEC_001_0133,SEC_001,4.283
OHE_SEC_001_0134,SEC_001,4.315
OHE_SEC_001_0135,SEC_001,4.347
OHE_SEC_001_0136,SEC_001,4.38
OHE_SEC_001_0137,SEC_001,4.412
OHE_SEC_001_0138,SEC_001,4.445
OHE_SEC_001_0139,SEC_001,4.477
OHE_SEC_001_0140,SEC_001,4.51
OHE_SEC_001_0141,SEC_001,4.542
OHE_SEC_001_0142,SEC_001,4.574
OHE_SEC_001_0143,SEC_001,4.607
OHE_SEC_001_0144,SEC_001,4.64
OHE_SEC_001_0145,SEC_001,4.672
OHE_SEC_001_0146,SEC_001,4.704
OHE_SEC_001_0147,SEC_001,4.737
OHE_SEC_001_0148,SEC_001,4.769
OHE_SEC_001_0149,SEC_001,4.801
OHE_SEC_001_0150,SEC_001,4.834
OHE_SEC_001_0151,SEC_001,4.867
OHE_SEC_001_0152,SEC_001,4.899
OHE_SEC_001_0153,SEC_001,4.931
OHE_SEC_001_0154,SEC_001,4.964
OHE_SEC_001_0155,SEC_001,4.996
OHE_SEC_001_0156,SEC_001,5.029
OHE_SEC_001_0157,SEC_001,5.061
OHE_SEC_001_0158,SEC_001,5.094
OHE_SEC_001_0159,SEC_001,5.126
OHE_SEC_001_0160,SEC_001,5.158
OHE_SEC_001_0161,SEC_001,5.191
OHE_SEC_001_0162,SEC_001,5.223
OHE_SEC_001_0163,SEC_001,5.256
OHE_SEC_001_0164,SEC_001,5.288
OHE_SEC_001_0165,SEC_001,5.32
OHE_SEC_001_0166,SEC_001,5.353
OHE_SEC_001_0167,SEC_001,5.386
OHE_SEC_001_0168,SEC_001,5.418
OHE_SEC_001_0169,SEC_001,5.45
OHE_SEC_001_0170,SEC_001,5.483
OHE_SEC_001_0171,SEC_001,5.515
OHE_SEC_001_0172,SEC_001,5.547
OHE_SEC_001_0173,SEC_001,5.58
OHE_SEC_001_0174,SEC_001,5.613
OHE_SEC_001_0175,SEC_001,5.645
OHE_SEC_001_0176,SEC_001,5.677
OHE_SEC_001_0177,SEC_001,5.71
OHE_SEC_001_0178,SEC_001,5.742
OHE_SEC_001_0179,SEC_001,5.775
OHE_SEC_001_0180,SEC_001,5.807
OHE_SEC_001_0181,SEC_001,5.84
OHE_SEC_001_0182,SEC_001,5.872
OHE_SEC_001_0183,SEC_001,5.904
OHE_SEC_001_0184,SEC_001,5.937
OHE_SEC_001_0185,SEC_001,5.97
OHE_SEC_001_0186,SEC_001,6.002
OHE_SEC_001_0187,SEC_001,6.034
OHE_SEC_001_0188,SEC_001,6.067
OHE_SEC_001_0189,SEC_001,6.099
OHE_SEC_001_0190,SEC_001,6.131
OHE_SEC_001_0191,SEC_001,6.164
OHE_SEC_001_0192,SEC_001,6.197
OHE_SEC_001_0193,SEC_001,6.229
OHE_SEC_002_0194,SEC_002,6.229
OHE_SEC_002_0195,SEC_002,6.277
OHE_SEC_002_0196,SEC_002,6.327
OHE_SEC_002_0197,SEC_002,6.375
OHE_SEC_002_0198,SEC_002,6.423
OHE_SEC_002_0199,SEC_002,6.472
OHE_SEC_002_0200,SEC_002,6.521
OHE_SEC_002_0201,SEC_002,6.569
OHE_SEC_002_0202,SEC_002,6.618
OHE_SEC_002_0203,SEC_002,6.667
OHE_SEC_002_0204,SEC_002,6.715
OHE_SEC_002_0205,SEC_002,6.764
OHE_SEC_002_0206,SEC_002,6.813
OHE_SEC_002_0207,SEC_002,6.861
OHE_SEC_002_0208,SEC_002,6.91
OHE_SEC_002_0209,SEC_002,6.958
OHE_SEC_002_0210,SEC_002,7.007
OHE_SEC_002_0211,SEC_002,7.056
OHE_SEC_002_0212,SEC_002,7.104
OHE_SEC_002_0213,SEC_002,7.153
OHE_SEC_002_0214,SEC_002,7.202
OHE_SEC_002_0215,SEC_002,7.25
OHE_SEC_002_0216,SEC_002,7.298
OHE_SEC_002_0217,SEC_002,7.348
OHE_SEC_002_0218,SEC_002,7.396
OHE_SEC_002_0219,SEC_002,7.444
OHE_SEC_002_0220,SEC_002,7.494
OHE_SEC_002_0221,SEC_002,7.542
OHE_SEC_002_0222,SEC_002,7.59
OHE_SEC_002_0223,SEC_002,7.64
OHE_SEC_002_0224,SEC_002,7.688
OHE_SEC_002_0225,SEC_002,7.736
OHE_SEC_002_0226,SEC_002,7.785
OHE_SEC_002_0227,SEC_002,7.834
OHE_SEC_002_0228,SEC_002,7.882
OHE_SEC_002_0229,SEC_002,7.931
OHE_SEC_002_0230,SEC_002,7.98
OHE_SEC_002_0231,SEC_002,8.028
OHE_SEC_002_0232,SEC_002,8.077
OHE_SEC_002_0233,SEC_002,8.125
OHE_SEC_002_0234,SEC_002,8.174
OHE_SEC_002_0235,SEC_002,8.223
OHE_SEC_002_0236,SEC_002,8.271
OHE_SEC_002_0237,SEC_002,8.32
OHE_SEC_002_0238,SEC_002,8.369
OHE_SEC_002_0239,SEC_002,8.417
OHE_SEC_002_0240,SEC_002,8.466
OHE_SEC_002_0241,SEC_002,8.515
OHE_SEC_002_0242,SEC_002,8.563
OHE_SEC_002_0243,SEC_002,8.611
OHE_SEC_002_0244,SEC_002,8.661
OHE_SEC_002_0245,SEC_002,8.709
OHE_SEC_002_0246,SEC_002,8.757
OHE_SEC_002_0247,SEC_002,8.807
OHE_SEC_002_0248,SEC_002,8.855
OHE_SEC_002_0249,SEC_002,8.903
OHE_SEC_002_0250,SEC_002,8.953
OHE_SEC_002_0251,SEC_002,9.001
OHE_SEC_002_0252,SEC_002,9.049
OHE_SEC_002_0253,SEC_002,9.098
OHE_SEC_002_0254,SEC_002,9.147
OHE_SEC_002_0255,SEC_002,9.195
OHE_SEC_002_0256,SEC_002,9.244
OHE_SEC_002_0257,SEC_002,9.293
OHE_SEC_002_0258,SEC_002,9.341
OHE_SEC_002_0259,SEC_002,9.39
OHE_SEC_002_0260,SEC_002,9.438
OHE_SEC_002_0261,SEC_002,9.487
OHE_SEC_002_0262,SEC_002,9.536
OHE_SEC_002_0263,SEC_002,9.584
OHE_SEC_002_0264,SEC_002,9.633
OHE_SEC_002_0265,SEC_002,9.682
OHE_SEC_002_0266,SEC_002,9.73
OHE_SEC_002_0267,SEC_002,9.779
OHE_SEC_002_0268,SEC_002,9.828
OHE_SEC_002_0269,SEC_002,9.876
OHE_SEC_002_0270,SEC_002,9.924
OHE_SEC_002_0271,SEC_002,9.974
OHE_SEC_002_0272,SEC_002,10.022
OHE_SEC_003_0273,SEC_003,10.022
OHE_SEC_003_0274,SEC_003,10.04
OHE_SEC_003_0275,SEC_003,10.059
OHE_SEC_003_0276,SEC_003,10.078
OHE_SEC_003_0277,SEC_003,10.096
OHE_SEC_003_0278,SEC_003,10.114
OHE_SEC_003_0279,SEC_003,10.133
OHE_SEC_003_0280,SEC_003,10.151
OHE_SEC_003_0281,SEC_003,10.17
OHE_SEC_003_0282,SEC_003,10.188
OHE_SEC_003_0283,SEC_003,10.207
OHE_SEC_003_0284,SEC_003,10.225
OHE_SEC_003_0285,SEC_003,10.244
OHE_SEC_003_0286,SEC_003,10.262
OHE_SEC_003_0287,SEC_003,10.28
OHE_SEC_003_0288,SEC_003,10.299
OHE_SEC_003_0289,SEC_003,10.318
OHE_SEC_003_0290,SEC_003,10.336
OHE_SEC_003_0291,SEC_003,10.354
OHE_SEC_003_0292,SEC_003,10.373
OHE_SEC_003_0293,SEC_003,10.392
OHE_SEC_003_0294,SEC_003,10.41
OHE_SEC_003_0295,SEC_003,10.428
OHE_SEC_003_0296,SEC_003,10.447
OHE_SEC_003_0297,SEC_003,10.465
OHE_SEC_003_0298,SEC_003,10.484
OHE_SEC_003_0299,SEC_003,10.502
OHE_SEC_003_0300,SEC_003,10.521
OHE_SEC_003_0301,SEC_003,10.539
OHE_SEC_003_0302,SEC_003,10.558
OHE_SEC_003_0303,SEC_003,10.576
OHE_SEC_003_0304,SEC_003,10.594
OHE_SEC_003_0305,SEC_003,10.613
OHE_SEC_003_0306,SEC_003,10.632
OHE_SEC_003_0307,SEC_003,10.65
OHE_SEC_003_0308,SEC_003,10.668
OHE_SEC_003_0309,SEC_003,10.687
OHE_SEC_003_0310,SEC_003,10.706
OHE_SEC_003_0311,SEC_003,10.724
OHE_SEC_003_0312,SEC_003,10.742
OHE_SEC_003_0313,SEC_003,10.761
OHE_SEC_003_0314,SEC_003,10.779
OHE_SEC_003_0315,SEC_003,10.798
OHE_SEC_003_0316,SEC_003,10.816
OHE_SEC_003_0317,SEC_003,10.835
OHE_SEC_003_0318,SEC_003,10.853
OHE_SEC_003_0319,SEC_003,10.872
OHE_SEC_003_0320,SEC_003,10.89
OHE_SEC_003_0321,SEC_003,10.908
OHE_SEC_003_0322,SEC_003,10.927
OHE_SEC_003_0323,SEC_003,10.946
OHE_SEC_003_0324,SEC_003,10.964
OHE_SEC_003_0325,SEC_003,10.982
OHE_SEC_003_0326,SEC_003,11.001
OHE_SEC_003_0327,SEC_003,11.02
OHE_SEC_003_0328,SEC_003,11.038
OHE_SEC_003_0329,SEC_003,11.056
OHE_SEC_003_0330,SEC_003,11.075
OHE_SEC_003_0331,SEC_003,11.093
OHE_SEC_003_0332,SEC_003,11.112
OHE_SEC_003_0333,SEC_003,11.13
OHE_SEC_003_0334,SEC_003,11.149
OHE_SEC_003_0335,SEC_003,11.167
OHE_SEC_003_0336,SEC_003,11.186
OHE_SEC_003_0337,SEC_003,11.204
OHE_SEC_003_0338,SEC_003,11.222
OHE_SEC_003_0339,SEC_003,11.241
OHE_SEC_003_0340,SEC_003,11.26
OHE_SEC_003_0341,SEC_003,11.278
OHE_SEC_003_0342,SEC_003,11.296
OHE_SEC_003_0343,SEC_003,11.315
OHE_SEC_003_0344,SEC_003,11.334
OHE_SEC_003_0345,SEC_003,11.352
OHE_SEC_003_0346,SEC_003,11.37
OHE_SEC_003_0347,SEC_003,11.389
OHE_SEC_003_0348,SEC_003,11.407
OHE_SEC_003_0349,SEC_003,11.426
OHE_SEC_003_0350,SEC_003,11.444
OHE_SEC_003_0351,SEC_003,11.463
OHE_SEC_003_0352,SEC_003,11.481
OHE_SEC_003_0353,SEC_003,11.5
OHE_SEC_003_0354,SEC_003,11.518
OHE_SEC_003_0355,SEC_003,11.536
OHE_SEC_003_0356,SEC_003,11.555
OHE_SEC_003_0357,SEC_003,11.574
OHE_SEC_003_0358,SEC_003,11.592
OHE_SEC_003_0359,SEC_003,11.61
OHE_SEC_003_0360,SEC_003,11.629
OHE_SEC_003_0361,SEC_003,11.648
OHE_SEC_003_0362,SEC_003,11.666
OHE_SEC_003_0363,SEC_003,11.684
OHE_SEC_003_0364,SEC_003,11.703
OHE_SEC_003_0365,SEC_003,11.721
OHE_SEC_003_0366,SEC_003,11.74
OHE_SEC_003_0367,SEC_003,11.758
OHE_SEC_003_0368,SEC_003,11.777
OHE_SEC_003_0369,SEC_003,11.795
OHE_SEC_003_0370,SEC_003,11.814
OHE_SEC_003_0371,SEC_003,11.832
OHE_SEC_003_0372,SEC_003,11.85
OHE_SEC_003_0373,SEC_003,11.869
OHE_SEC_003_0374,SEC_003,11.888
OHE_SEC_003_0375,SEC_003,11.906
OHE_SEC_003_0376,SEC_003,11.924
OHE_SEC_003_0377,SEC_003,11.943
OHE_SEC_003_0378,SEC_003,11.962
OHE_SEC_003_0379,SEC_003,11.98
OHE_SEC_003_0380,SEC_003,11.998
OHE_SEC_003_0381,SEC_003,12.017
OHE_SEC_003_0382,SEC_003,12.035
OHE_SEC_003_0383,SEC_003,12.054
OHE_SEC_003_0384,SEC_003,12.072
OHE_SEC_003_0385,SEC_003,12.091
OHE_SEC_003_0386,SEC_003,12.109
OHE_SEC_003_0387,SEC_003,12.128
OHE_SEC_003_0388,SEC_003,12.146
OHE_SEC_003_0389,SEC_003,12.164
OHE_SEC_003_0390,SEC_003,12.183
OHE_SEC_003_0391,SEC_003,12.202
OHE_SEC_003_0392,SEC_003,12.22
OHE_SEC_004_0393,SEC_004,12.22
OHE_SEC_004_0394,SEC_004,12.239
OHE_SEC_004_0395,SEC_004,12.259
OHE_SEC_004_0396,SEC_004,12.278
OHE_SEC_004_0397,SEC_004,12.298
OHE_SEC_004_0398,SEC_004,12.317
OHE_SEC_004_0399,SEC_004,12.336
OHE_SEC_004_0400,SEC_004,12.356
OHE_SEC_004_0401,SEC_004,12.375
OHE_SEC_004_0402,SEC_004,12.395
OHE_SEC_004_0403,SEC_004,12.414
OHE_SEC_004_0404,SEC_004,12.433
OHE_SEC_004_0405,SEC_004,12.453
OHE_SEC_004_0406,SEC_004,12.473
OHE_SEC_004_0407,SEC_004,12.492
OHE_SEC_004_0408,SEC_004,12.511
OHE_SEC_004_0409,SEC_004,12.531
OHE_SEC_004_0410,SEC_004,12.55
OHE_SEC_004_0411,SEC_004,12.57
OHE_SEC_004_0412,SEC_004,12.589
OHE_SEC_004_0413,SEC_004,12.608
OHE_SEC_004_0414,SEC_004,12.628
OHE_SEC_004_0415,SEC_004,12.647
OHE_SEC_004_0416,SEC_004,12.667
OHE_SEC_004_0417,SEC_004,12.686
OHE_SEC_004_0418,SEC_004,12.705
OHE_SEC_004_0419,SEC_004,12.725
OHE_SEC_004_0420,SEC_004,12.744
OHE_SEC_004_0421,SEC_004,12.764
OHE_SEC_004_0422,SEC_004,12.783
OHE_SEC_004_0423,SEC_004,12.803
OHE_SEC_004_0424,SEC_004,12.822
OHE_SEC_004_0425,SEC_004,12.841
OHE_SEC_004_0426,SEC_004,12.861
OHE_SEC_004_0427,SEC_004,12.88
OHE_SEC_004_0428,SEC_004,12.9
OHE_SEC_004_0429,SEC_004,12.919
OHE_SEC_004_0430,SEC_004,12.939
OHE_SEC_004_0431,SEC_004,12.958
OHE_SEC_004_0432,SEC_004,12.978
OHE_SEC_004_0433,SEC_004,12.997
OHE_SEC_004_0434,SEC_004,13.016
OHE_SEC_004_0435,SEC_004,13.036
OHE_SEC_004_0436,SEC_004,13.055
OHE_SEC_004_0437,SEC_004,13.075
OHE_SEC_004_0438,SEC_004,13.094
OHE_SEC_004_0439,SEC_004,13.113
OHE_SEC_004_0440,SEC_004,13.133
OHE_SEC_004_0441,SEC_004,13.152
OHE_SEC_004_0442,SEC_004,13.172
OHE_SEC_004_0443,SEC_004,13.191
OHE_SEC_004_0444,SEC_004,13.21
OHE_SEC_004_0445,SEC_004,13.23
OHE_SEC_004_0446,SEC_004,13.249
OHE_SEC_004_0447,SEC_004,13.269
OHE_SEC_004_0448,SEC_004,13.288
OHE_SEC_004_0449,SEC_004,13.307
OHE_SEC_004_0450,SEC_004,13.327
OHE_SEC_004_0451,SEC_004,13.347
OHE_SEC_004_0452,SEC_004,13.366
OHE_SEC_004_0453,SEC_004,13.385
OHE_SEC_004_0454,SEC_004,13.405
OHE_SEC_004_0455,SEC_004,13.424
OHE_SEC_004_0456,SEC_004,13.444
OHE_SEC_004_0457,SEC_004,13.463
OHE_SEC_004_0458,SEC_004,13.482
OHE_SEC_004_0459,SEC_004,13.502
OHE_SEC_004_0460,SEC_004,13.521
OHE_SEC_004_0461,SEC_004,13.541
OHE_SEC_004_0462,SEC_004,13.56
OHE_SEC_004_0463,SEC_004,13.579
OHE_SEC_004_0464,SEC_004,13.599
OHE_SEC_004_0465,SEC_004,13.618
OHE_SEC_004_0466,SEC_004,13.638
OHE_SEC_004_0467,SEC_004,13.657
OHE_SEC_004_0468,SEC_004,13.676
OHE_SEC_004_0469,SEC_004,13.696
OHE_SEC_004_0470,SEC_004,13.716
OHE_SEC_004_0471,SEC_004,13.735
OHE_SEC_004_0472,SEC_004,13.754
OHE_SEC_004_0473,SEC_004,13.774
OHE_SEC_004_0474,SEC_004,13.793
OHE_SEC_004_0475,SEC_004,13.813
OHE_SEC_004_0476,SEC_004,13.832
OHE_SEC_004_0477,SEC_004,13.851
OHE_SEC_004_0478,SEC_004,13.871
OHE_SEC_004_0479,SEC_004,13.89
OHE_SEC_004_0480,SEC_004,13.91
OHE_SEC_004_0481,SEC_004,13.929
OHE_SEC_004_0482,SEC_004,13.948
OHE_SEC_004_0483,SEC_004,13.968
OHE_SEC_004_0484,SEC_004,13.987
OHE_SEC_004_0485,SEC_004,14.007
OHE_SEC_004_0486,SEC_004,14.026
OHE_SEC_004_0487,SEC_004,14.045
OHE_SEC_004_0488,SEC_004,14.065
OHE_SEC_004_0489,SEC_004,14.084
OHE_SEC_004_0490,SEC_004,14.104
OHE_SEC_004_0491,SEC_004,14.123
OHE_SEC_004_0492,SEC_004,14.143
OHE_SEC_004_0493,SEC_004,14.162
OHE_SEC_004_0494,SEC_004,14.182
OHE_SEC_004_0495,SEC_004,14.201
OHE_SEC_004_0496,SEC_004,14.22
OHE_SEC_004_0497,SEC_004,14.24
OHE_SEC_004_0498,SEC_004,14.259
OHE_SEC_004_0499,SEC_004,14.279
OHE_SEC_004_0500,SEC_004,14.298
OHE_SEC_004_0501,SEC_004,14.318
OHE_SEC_004_0502,SEC_004,14.337
OHE_SEC_004_0503,SEC_004,14.356
OHE_SEC_004_0504,SEC_004,14.376
OHE_SEC_004_0505,SEC_004,14.395
OHE_SEC_004_0506,SEC_004,14.415
OHE_SEC_004_0507,SEC_004,14.434
OHE_SEC_004_0508,SEC_004,14.453
OHE_SEC_004_0509,SEC_004,14.473
OHE_SEC_004_0510,SEC_004,14.492
OHE_SEC_004_0511,SEC_004,14.512
OHE_SEC_004_0512,SEC_004,14.531
OHE_SEC_004_0513,SEC_004,14.55
OHE_SEC_004_0514,SEC_004,14.57
OHE_SEC_004_0515,SEC_004,14.59
OHE_SEC_004_0516,SEC_004,14.609
OHE_SEC_004_0517,SEC_004,14.628
OHE_SEC_004_0518,SEC_004,14.648
OHE_SEC_004_0519,SEC_004,14.667
OHE_SEC_004_0520,SEC_004,14.687
OHE_SEC_004_0521,SEC_004,14.706
OHE_SEC_004_0522,SEC_004,14.725
OHE_SEC_004_0523,SEC_004,14.745
OHE_SEC_004_0524,SEC_004,14.764
OHE_SEC_004_0525,SEC_004,14.784
OHE_SEC_004_0526,SEC_004,14.803
OHE_SEC_005_0527,SEC_005,14.803
OHE_SEC_005_0528,SEC_005,15.061
OHE_SEC_005_0529,SEC_005,15.318
OHE_SEC_005_0530,SEC_005,15.576
OHE_SEC_005_0531,SEC_005,15.833
OHE_SEC_005_0532,SEC_005,16.09
OHE_SEC_005_0533,SEC_005,16.348
OHE_SEC_006_0534,SEC_006,16.348
OHE_SEC_006_0535,SEC_006,16.36
OHE_SEC_006_0536,SEC_006,16.372
OHE_SEC_006_0537,SEC_006,16.383
OHE_SEC_006_0538,SEC_006,16.395
OHE_SEC_006_0539,SEC_006,16.407
OHE_SEC_006_0540,SEC_006,16.418
OHE_SEC_006_0541,SEC_006,16.43
OHE_SEC_006_0542,SEC_006,16.442
OHE_SEC_006_0543,SEC_006,16.454
OHE_SEC_006_0544,SEC_006,16.466
OHE_SEC_006_0545,SEC_006,16.477
OHE_SEC_006_0546,SEC_006,16.489
OHE_SEC_006_0547,SEC_006,16.501
OHE_SEC_006_0548,SEC_006,16.512
OHE_SEC_006_0549,SEC_006,16.524
OHE_SEC_006_0550,SEC_006,16.536
OHE_SEC_006_0551,SEC_006,16.548
OHE_SEC_006_0552,SEC_006,16.56
OHE_SEC_006_0553,SEC_006,16.571
OHE_SEC_006_0554,SEC_006,16.583
OHE_SEC_006_0555,SEC_006,16.595
OHE_SEC_006_0556,SEC_006,16.606
OHE_SEC_006_0557,SEC_006,16.618
OHE_SEC_006_0558,SEC_006,16.63
OHE_SEC_006_0559,SEC_006,16.642
OHE_SEC_006_0560,SEC_006,16.654
OHE_SEC_006_0561,SEC_006,16.665
OHE_SEC_006_0562,SEC_006,16.677
OHE_SEC_006_0563,SEC_006,16.689
OHE_SEC_006_0564,SEC_006,16.7
OHE_SEC_006_0565,SEC_006,16.712
OHE_SEC_006_0566,SEC_006,16.724
OHE_SEC_006_0567,SEC_006,16.736
OHE_SEC_006_0568,SEC_006,16.748
OHE_SEC_006_0569,SEC_006,16.759
OHE_SEC_006_0570,SEC_006,16.771
OHE_SEC_006_0571,SEC_006,16.783
OHE_SEC_006_0572,SEC_006,16.794
OHE_SEC_006_0573,SEC_006,16.806
OHE_SEC_006_0574,SEC_006,16.818
OHE_SEC_006_0575,SEC_006,16.83
OHE_SEC_006_0576,SEC_006,16.841
OHE_SEC_006_0577,SEC_006,16.853
OHE_SEC_006_0578,SEC_006,16.865
OHE_SEC_006_0579,SEC_006,16.877
OHE_SEC_006_0580,SEC_006,16.888
OHE_SEC_006_0581,SEC_006,16.9
OHE_SEC_006_0582,SEC_006,16.912
OHE_SEC_006_0583,SEC_006,16.924
OHE_SEC_006_0584,SEC_006,16.935
OHE_SEC_006_0585,SEC_006,16.947
OHE_SEC_006_0586,SEC_006,16.959
OHE_SEC_006_0587,SEC_006,16.971
OHE_SEC_006_0588,SEC_006,16.982
OHE_SEC_006_0589,SEC_006,16.994
OHE_SEC_006_0590,SEC_006,17.006
OHE_SEC_006_0591,SEC_006,17.018
OHE_SEC_006_0592,SEC_006,17.029
OHE_SEC_006_0593,SEC_006,17.041
OHE_SEC_006_0594,SEC_006,17.053
OHE_SEC_006_0595,SEC_006,17.064
OHE_SEC_006_0596,SEC_006,17.076
OHE_SEC_006_0597,SEC_006,17.088
OHE_SEC_006_0598,SEC_006,17.1
OHE_SEC_006_0599,SEC_006,17.112
OHE_SEC_006_0600,SEC_006,17.123
OHE_SEC_006_0601,SEC_006,17.135
OHE_SEC_006_0602,SEC_006,17.147
OHE_SEC_006_0603,SEC_006,17.158
OHE_SEC_006_0604,SEC_006,17.17
OHE_SEC_006_0605,SEC_006,17.182
OHE_SEC_006_0606,SEC_006,17.194
OHE_SEC_006_0607,SEC_006,17.206
