date,station,station_code,district,latitude,longitude,temperature_c,rainfall_mm,humidity,wind_speed,wind_direction,pressure,visibility,monsoon_phase,spatial_resolution,source,source_url
2024-01-01,Thoothukudi,TN,Thoothukudi,8.8053,78.146,25.2,0.0,31,11.9,SE,1006.3,10.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Chennai Egmore,MS,Chennai,13.0777,80.2613,26.6,0.0,37,17.6,SW,1010.6,8.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Tambaram,TBM,Chengalpattu,12.9248,80.1202,27.7,0.0,57,11.2,NE,1009.2,6.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,23.0,0.0,39,25.8,NE,1009.1,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Tindivanam,TMV,Viluppuram,12.2312,79.6508,24.7,0.0,59,10.2,NE,1013.5,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,23.4,0.0,45,15.8,N,1010.3,8.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,23.7,0.0,55,13.2,E,1010.8,5.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Ariyalur,ALU,Ariyalur,11.1401,79.0768,28.0,0.0,45,14.7,N,1012.0,7.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,27.8,0.0,38,10.5,NE,1010.2,8.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Dindigul Junction,DG,Dindigul,10.3644,77.9803,22.6,0.0,50,17.4,S,1010.0,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Madurai Junction,MDU,Madurai,9.9195,78.1111,26.3,0.0,40,10.3,E,1013.9,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,26.9,0.0,57,8.2,E,1012.0,7.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Satur,SRT,Virudhunagar,9.3592,77.9255,25.5,0.0,70,12.7,S,1009.5,9.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.3,0.0,66,9.7,N,1011.5,10.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,25.5,0.3,80,14.7,W,1007.0,8.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-02,Thoothukudi,TN,Thoothukudi,8.8053,78.146,25.0,0.0,54,12.5,N,1011.9,10.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Chennai Egmore,MS,Chennai,13.0777,80.2613,25.8,0.0,66,13.0,NW,1008.1,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Tambaram,TBM,Chengalpattu,12.9248,80.1202,22.0,0.0,65,13.9,SE,1010.0,10.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,24.5,0.0,87,10.1,SE,1012.4,8.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Tindivanam,TMV,Viluppuram,12.2312,79.6508,25.4,0.0,58,16.0,SW,1009.7,9.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,24.1,0.0,64,12.2,N,1012.1,6.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,21.8,0.0,62,9.7,NW,1010.1,7.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Ariyalur,ALU,Ariyalur,11.1401,79.0768,25.7,0.0,61,10.2,SW,1013.5,7.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,21.6,0.0,46,14.8,NW,1013.6,8.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Dindigul Junction,DG,Dindigul,10.3644,77.9803,27.7,0.0,66,12.7,S,1011.9,6.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Madurai Junction,MDU,Madurai,9.9195,78.1111,29.0,0.0,44,12.2,W,1011.7,6.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,24.1,0.0,68,20.2,S,1010.3,8.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Satur,SRT,Virudhunagar,9.3592,77.9255,26.0,0.0,50,8.8,SE,1013.4,9.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.0,0.0,60,11.4,S,1012.1,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,26.7,0.0,53,10.8,S,1007.0,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-03,Thoothukudi,TN,Thoothukudi,8.8053,78.146,24.1,0.0,47,17.8,SW,1013.2,8.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Chennai Egmore,MS,Chennai,13.0777,80.2613,29.5,0.0,74,12.1,SE,1008.2,7.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Tambaram,TBM,Chengalpattu,12.9248,80.1202,24.5,0.0,77,2.0,NE,1007.4,11.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,24.0,8.9,66,16.1,E,1010.1,11.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Tindivanam,TMV,Viluppuram,12.2312,79.6508,25.8,0.0,65,14.8,NE,1008.5,8.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,26.9,0.0,63,21.2,NE,1015.3,6.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,24.7,0.0,62,12.1,N,1010.5,10.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Ariyalur,ALU,Ariyalur,11.1401,79.0768,23.0,0.0,54,7.1,E,1012.4,10.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,25.7,0.0,61,10.7,NE,1008.6,10.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Dindigul Junction,DG,Dindigul,10.3644,77.9803,28.4,0.0,50,11.8,N,1011.4,8.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Madurai Junction,MDU,Madurai,9.9195,78.1111,24.6,0.0,68,12.4,NE,1010.7,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,31.5,0.0,47,12.8,S,1009.3,7.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Satur,SRT,Virudhunagar,9.3592,77.9255,28.8,0.0,67,10.0,SE,1007.0,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.5,0.0,76,15.6,NW,1011.0,7.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,23.4,0.0,57,12.3,E,1010.5,6.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-04,Thoothukudi,TN,Thoothukudi,8.8053,78.146,25.2,0.0,58,13.3,SW,1008.3,10.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Chennai Egmore,MS,Chennai,13.0777,80.2613,20.9,0.0,73,13.9,SW,1007.5,10.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Tambaram,TBM,Chengalpattu,12.9248,80.1202,21.2,0.0,62,16.1,NW,1011.3,10.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,24.8,0.0,59,12.6,W,1011.1,6.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Tindivanam,TMV,Viluppuram,12.2312,79.6508,26.2,7.8,67,15.1,SE,1010.1,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,27.9,0.0,66,18.8,N,1014.5,8.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,25.4,0.0,53,11.6,N,1006.4,9.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Ariyalur,ALU,Ariyalur,11.1401,79.0768,24.7,0.0,38,11.0,NE,1010.4,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,21.7,1.0,90,8.0,N,1011.9,10.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Dindigul Junction,DG,Dindigul,10.3644,77.9803,26.4,0.0,53,18.7,N,1008.8,7.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Madurai Junction,MDU,Madurai,9.9195,78.1111,27.9,0.0,46,14.4,NE,1006.0,7.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,25.0,0.0,55,12.7,W,1006.0,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Satur,SRT,Virudhunagar,9.3592,77.9255,23.1,0.0,59,16.0,E,1007.9,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.5,0.0,79,18.7,W,1010.2,9.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,27.7,0.0,71,12.4,W,1007.6,9.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-05,Thoothukudi,TN,Thoothukudi,8.8053,78.146,27.1,0.0,33,17.5,S,1009.7,6.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Chennai Egmore,MS,Chennai,13.0777,80.2613,28.9,0.0,57,6.5,NE,1010.0,9.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Tambaram,TBM,Chengalpattu,12.9248,80.1202,24.4,0.0,35,5.7,SE,1009.8,6.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,26.8,0.0,83,9.6,SE,1010.9,7.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Tindivanam,TMV,Viluppuram,12.2312,79.6508,24.0,0.0,42,22.2,E,1009.2,6.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,26.0,0.0,39,8.8,W,1006.4,8.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,25.1,0.0,27,11.2,W,1010.5,8.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Ariyalur,ALU,Ariyalur,11.1401,79.0768,22.9,6.1,72,10.9,S,1008.6,7.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,29.7,0.0,51,20.6,W,1009.4,9.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Dindigul Junction,DG,Dindigul,10.3644,77.9803,25.9,0.0,40,7.4,N,1008.1,6.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Madurai Junction,MDU,Madurai,9.9195,78.1111,23.7,0.0,42,14.9,S,1012.3,10.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,22.4,0.0,73,16.2,NW,1008.9,10.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Satur,SRT,Virudhunagar,9.3592,77.9255,24.2,0.0,46,17.7,N,1014.8,6.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.0,0.0,52,4.9,W,1008.5,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,25.1,0.0,45,15.6,S,1009.8,10.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-06,Thoothukudi,TN,Thoothukudi,8.8053,78.146,24.9,0.0,58,21.1,E,1012.3,7.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Chennai Egmore,MS,Chennai,13.0777,80.2613,23.9,0.0,42,7.5,NW,1010.1,9.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Tambaram,TBM,Chengalpattu,12.9248,80.1202,26.5,0.0,64,14.0,SW,1008.4,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,23.3,0.0,50,11.6,SW,1011.9,11.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Tindivanam,TMV,Viluppuram,12.2312,79.6508,23.8,0.0,48,20.0,SW,1010.4,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,26.0,0.0,73,15.4,W,1009.0,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,26.0,0.0,62,8.8,W,1012.2,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Ariyalur,ALU,Ariyalur,11.1401,79.0768,27.4,0.0,50,11.3,W,1004.4,5.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,28.0,0.0,40,7.5,E,1012.2,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Dindigul Junction,DG,Dindigul,10.3644,77.9803,23.2,0.0,58,8.1,N,1012.9,10.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Madurai Junction,MDU,Madurai,9.9195,78.1111,24.9,0.0,66,16.9,NE,1010.2,7.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,26.0,0.0,59,19.1,SW,1008.9,5.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Satur,SRT,Virudhunagar,9.3592,77.9255,24.2,0.0,55,13.5,S,1005.9,8.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,22.9,0.0,48,6.9,NW,1013.7,9.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,22.0,0.0,65,10.3,SE,1010.3,9.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-07,Thoothukudi,TN,Thoothukudi,8.8053,78.146,26.0,0.0,57,15.0,E,1007.2,7.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Chennai Egmore,MS,Chennai,13.0777,80.2613,24.0,0.0,49,17.8,W,1016.3,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Tambaram,TBM,Chengalpattu,12.9248,80.1202,23.8,0.0,53,10.0,NE,1005.9,6.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,19.4,0.0,49,14.3,SE,1009.4,8.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Tindivanam,TMV,Viluppuram,12.2312,79.6508,19.6,0.0,54,18.3,W,1005.4,7.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,23.7,0.0,54,15.7,S,1008.0,8.3,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,25.0,0.0,56,14.1,SE,1009.9,7.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Ariyalur,ALU,Ariyalur,11.1401,79.0768,27.3,0.0,37,19.9,N,1008.2,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,24.5,0.0,73,5.7,W,1006.9,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Dindigul Junction,DG,Dindigul,10.3644,77.9803,25.5,0.0,56,13.3,E,1012.1,6.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Madurai Junction,MDU,Madurai,9.9195,78.1111,24.3,0.0,54,17.7,NE,1013.2,6.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,25.7,0.0,85,14.6,NE,1008.7,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Satur,SRT,Virudhunagar,9.3592,77.9255,22.6,0.0,63,17.3,N,1007.6,6.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,23.2,0.0,71,17.1,SW,1005.8,10.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,22.5,0.0,45,7.8,SW,1011.5,9.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-08,Thoothukudi,TN,Thoothukudi,8.8053,78.146,23.7,0.0,50,15.9,E,1008.6,9.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Chennai Egmore,MS,Chennai,13.0777,80.2613,24.9,0.0,68,12.7,SE,1013.4,10.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Tambaram,TBM,Chengalpattu,12.9248,80.1202,25.2,0.0,38,12.1,W,1006.8,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,21.7,0.0,61,18.1,NW,1011.2,7.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Tindivanam,TMV,Viluppuram,12.2312,79.6508,23.2,0.0,63,8.7,SW,1005.4,7.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,23.8,0.0,55,12.6,S,1010.5,8.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,27.4,0.0,63,20.0,W,1015.2,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Ariyalur,ALU,Ariyalur,11.1401,79.0768,25.2,0.0,57,11.7,W,1010.3,7.9,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,29.6,0.0,42,6.9,SW,1008.4,10.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Dindigul Junction,DG,Dindigul,10.3644,77.9803,26.4,0.0,48,9.6,E,1012.3,8.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Madurai Junction,MDU,Madurai,9.9195,78.1111,23.7,0.0,57,21.8,S,1012.7,8.6,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,26.6,0.0,62,17.3,NE,1011.1,8.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Satur,SRT,Virudhunagar,9.3592,77.9255,26.5,0.0,56,12.5,N,1011.1,8.7,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.5,0.0,39,15.8,E,1009.5,10.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,24.3,0.0,54,11.3,SE,1006.5,9.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-09,Thoothukudi,TN,Thoothukudi,8.8053,78.146,22.9,0.0,70,13.3,NE,1008.9,11.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Chennai Egmore,MS,Chennai,13.0777,80.2613,26.0,0.0,25,16.9,S,1010.2,9.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Tambaram,TBM,Chengalpattu,12.9248,80.1202,24.0,0.0,71,17.7,NW,1010.8,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,24.6,0.0,75,14.7,NE,1009.2,7.5,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Tindivanam,TMV,Viluppuram,12.2312,79.6508,23.0,0.0,42,13.9,NE,1010.6,7.4,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,24.4,0.0,47,17.2,S,1012.5,8.2,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,24.9,0.0,63,18.7,SW,1014.1,8.0,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Ariyalur,ALU,Ariyalur,11.1401,79.0768,24.8,0.0,60,16.0,W,1009.1,7.1,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-01-10,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,26.6,0.0,67,11.8,N,1011.6,5.8,Winter,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
