task_id,section_id,required_resource_type,nearest_machine,machine_distance_km,machine_available,crew_available,resource_feasible,utilization_rate
SMMS_TASK_000105,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000106,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000107,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000108,SEC_032,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000109,SEC_021,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000110,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000111,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000112,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000113,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000114,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000115,SEC_023,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000116,SEC_026,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000117,SEC_002,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000118,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000119,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000120,SEC_005,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000121,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000122,SEC_032,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000123,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000124,SEC_021,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000125,SEC_042,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000126,SEC_026,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000127,SEC_003,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000128,SEC_037,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000129,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000130,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000131,SEC_026,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000132,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000133,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000134,SEC_026,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000135,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000136,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000137,SEC_028,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000138,SEC_002,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000139,SEC_016,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000140,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000141,SEC_049,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000142,SEC_010,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000143,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000144,SEC_018,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000145,SEC_049,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000146,SEC_042,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000147,SEC_002,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000148,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000149,SEC_040,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000150,SEC_003,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000151,SEC_042,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000152,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000153,SEC_046,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000154,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000155,SEC_019,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000156,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000157,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000158,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000159,SEC_023,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000160,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000161,SEC_049,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000162,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000163,SEC_018,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000164,SEC_018,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000165,SEC_019,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000166,SEC_040,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000167,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000168,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000169,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000170,SEC_001,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000171,SEC_005,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000172,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000173,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000174,SEC_035,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000175,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000176,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000177,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000178,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000179,SEC_044,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000180,SEC_023,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000181,SEC_047,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000182,SEC_007,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000183,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000184,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000185,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000186,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000187,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000188,SEC_017,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000189,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000190,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000191,SEC_033,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000192,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000193,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000194,SEC_016,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000195,SEC_048,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000196,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000197,SEC_016,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000198,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000199,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000200,SEC_048,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000201,SEC_017,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000202,SEC_045,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000203,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000204,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000205,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000206,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000207,SEC_037,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000208,SEC_048,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000209,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000210,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000211,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000212,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000213,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000214,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000215,SEC_036,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000216,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000217,SEC_003,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000218,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000219,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000220,SEC_044,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000221,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000222,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000223,SEC_034,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000224,SEC_010,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000225,SEC_035,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000226,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000227,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000228,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000229,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000230,SEC_009,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000231,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000232,SEC_042,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000233,SEC_001,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000234,SEC_037,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000235,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000236,SEC_035,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000237,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000238,SEC_019,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000239,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000240,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000241,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000242,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000243,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000244,SEC_030,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000245,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000246,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000247,SEC_037,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000248,SEC_018,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000249,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000250,SEC_002,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000251,SEC_009,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000252,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000253,SEC_009,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000254,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000255,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000256,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000257,SEC_033,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000258,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000259,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000260,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000261,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000262,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000263,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000264,SEC_046,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000265,SEC_049,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000266,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000267,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000268,SEC_016,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000269,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000270,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000271,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000272,SEC_001,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000273,SEC_007,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000274,SEC_047,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000275,SEC_019,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000276,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000277,SEC_021,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000278,SEC_038,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000279,SEC_003,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000280,SEC_004,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000281,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000282,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000283,SEC_032,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000284,SEC_022,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000285,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000286,SEC_047,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000287,SEC_008,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000288,SEC_027,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000289,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000290,SEC_021,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000291,SEC_039,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000292,SEC_012,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000293,SEC_047,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000294,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000295,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000296,SEC_024,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000297,SEC_042,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000298,SEC_020,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000299,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000300,SEC_001,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000301,SEC_016,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000302,SEC_040,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000303,SEC_001,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000304,SEC_044,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000305,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000306,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000307,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000308,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000309,SEC_014,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000310,SEC_005,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000311,SEC_032,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000312,SEC_032,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000313,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000314,SEC_013,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000315,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000316,SEC_031,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000317,SEC_036,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000318,SEC_035,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000319,SEC_047,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000320,SEC_037,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000321,SEC_015,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000322,SEC_005,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000323,SEC_029,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000324,SEC_045,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000325,SEC_048,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000326,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000327,SEC_011,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000328,SEC_002,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000329,SEC_006,S&T crew,NONE,0.0,True,True,True,0.75
SMMS_TASK_000330,SEC_025,S&T crew,NONE,0.0,True,True,True,0.75
